ID,Language,Form,Cognate Set,Concept,Source
2560,Teribe,kɪ̀:gɪ́,c,OLD,Constenla Umaña 2005
2561,Ngäbere,ũbɾe,a,OLD,Constenla Umaña 2005
2562,Boruca,huda,b,OLD,Constenla Umaña 2005
2563,Dorasque,taré,,OLD,Constenla Umaña 2005
2564,San Blas Kuna,seɾeti,,OLD,Constenla Umaña 2005
2565,Cogui,tuma,,OLD,Constenla Umaña 2005
2566,Ika,a'tʃənna,ch,OLD,Constenla Umaña 2005
2567,Damana,ɨttɨna,ch,OLD,Constenla Umaña 2005
2568,Chimila,pe:naɾi,,OLD,Constenla Umaña 2005
2569,Chibcha,saka,,OLD,Constenla Umaña 2005
2570,Central Tunebo,'kumatɾo,,OLD,Constenla Umaña 2005
2571,Barí,sakdou,,OLD,Constenla Umaña 2005
2572,Lenca-Salvador,uʃeka,,WIND,Constenla Umaña 2005
2573,Lenca-Honduras,soror,,WIND,Constenla Umaña 2005
2574,Cacaopera,win,a,WIND,Constenla Umaña 2005
2575,Mayangna,win,a,WIND,Constenla Umaña 2005
2576,Ulua,win,a,WIND,Constenla Umaña 2005
2577,Mískito,pasa,,WIND,Constenla Umaña 2005
2578,Pech,ṹpìʃ,,WIND,Constenla Umaña 2005
2579,Rama,pulkat,b,WIND,Constenla Umaña 2005
2580,Maléku Jaíka,pu:ɾa,b,WIND,Constenla Umaña 2005
2581,Boruca,ʃùŋ,c,WIND,Constenla Umaña 2005
2582,Bribri,siuaã̌ʔ,c,WIND,Constenla Umaña 2005
2583,Cabécar,siuã́,c,WIND,Constenla Umaña 2005
2584,Teribe,ɸɺúk,b,WIND,Constenla Umaña 2005
2585,Ngäbere,muɾie,b,WIND,Constenla Umaña 2005
2586,Boruca,mlie,b,WIND,Constenla Umaña 2005
2587,Dorasque,ʃatú,,WIND,Constenla Umaña 2005
2588,San Blas Kuna,purwa,b,WIND,Constenla Umaña 2005
2589,Cogui,mul'kala,b,WIND,Constenla Umaña 2005
2590,Ika,'buntikənɨ,b,WIND,Constenla Umaña 2005
2591,Damana,buɾta,b,WIND,Constenla Umaña 2005
2592,Chimila,ke:dʒaʔ,,WIND,Constenla Umaña 2005
2593,Chibcha,βiβa,,WIND,Constenla Umaña 2005
2594,Central Tunebo,'seɾoa,,WIND,Constenla Umaña 2005
2595,Barí,saba,,WIND,Constenla Umaña 2005
2596,Lenca-Salvador,k'omo,a,STOMACH,Constenla Umaña 2005
2597,Lenca-Honduras,maNkera,b,STOMACH,Constenla Umaña 2005
2598,Cacaopera,kawam,a,STOMACH,Constenla Umaña 2005
2599,Mayangna,ba,b,STOMACH,Constenla Umaña 2005
2600,Ulua,ba,b,STOMACH,Constenla Umaña 2005
2601,Mískito,bjara,b,STOMACH,Constenla Umaña 2005
2602,Pech,já,,STOMACH,Constenla Umaña 2005
2603,Rama,uɾmut,,STOMACH,Constenla Umaña 2005
2604,Maléku Jaíka,ŋo:ki,,STOMACH,Constenla Umaña 2005
2605,Boruca,kúà,a,STOMACH,Constenla Umaña 2005
2606,Bribri,dʒã̂uì,,STOMACH,Constenla Umaña 2005
2607,Cabécar,dʒã́hkù,,STOMACH,Constenla Umaña 2005
2608,Teribe,bʊ̀uó,,STOMACH,Constenla Umaña 2005
2609,Ngäbere,bule,,STOMACH,Constenla Umaña 2005
2610,Boruca,bdísuli,,STOMACH,Constenla Umaña 2005
2611,Dorasque,korigú,,STOMACH,Constenla Umaña 2005
2612,San Blas Kuna,sapana,,STOMACH,Constenla Umaña 2005
2613,Cogui,'ʒiʒa,,STOMACH,Constenla Umaña 2005
2614,Ika,'zunkənɨ,,STOMACH,Constenla Umaña 2005
2615,Damana,tɨmɨkɨna,,STOMACH,Constenla Umaña 2005
2616,Chimila,ke:ɾu,,STOMACH,Constenla Umaña 2005
2617,Chibcha,ie,,STOMACH,Constenla Umaña 2005
2618,Central Tunebo,'jiɾa,,STOMACH,Constenla Umaña 2005
2619,Barí,i:si,,STOMACH,Constenla Umaña 2005
2620,Lenca-Salvador,unani,a,I,Constenla Umaña 2005
2621,Lenca-Honduras,unan,a,I,Constenla Umaña 2005
2622,Cacaopera,jami,b,I,Constenla Umaña 2005
2623,Mayangna,jaŋ,b,I,Constenla Umaña 2005
2624,Ulua,jaŋ,b,I,Constenla Umaña 2005
2625,Mískito,jaŋ,b,I,Constenla Umaña 2005
2626,Pech,tas,c,I,Constenla Umaña 2005
2627,Rama,na:s,c,I,Constenla Umaña 2005
2628,Maléku Jaíka,ton,c,I,Constenla Umaña 2005
2629,Boruca,át,ch,I,Constenla Umaña 2005
2630,Bribri,dʒěʔ,c,I,Constenla Umaña 2005
2631,Cabécar,dʒís,c,I,Constenla Umaña 2005
2632,Teribe,tʰà,,I,Constenla Umaña 2005
2633,Ngäbere,ti,,I,Constenla Umaña 2005
2634,Boruca,tʃa,c,I,Constenla Umaña 2005
2635,Dorasque,kura,,I,Constenla Umaña 2005
2636,San Blas Kuna,ani,ch,I,Constenla Umaña 2005
2637,Cogui,nas,c,I,Constenla Umaña 2005
2638,Ika,nən,c,I,Constenla Umaña 2005
2639,Damana,ɾa,c,I,Constenla Umaña 2005
2640,Chimila,na:ɾi,c,I,Constenla Umaña 2005
2641,Chibcha,hɨtʲa,ch,I,Constenla Umaña 2005
2642,Central Tunebo,'asa,ch,I,Constenla Umaña 2005
2643,Barí,nãĩ,c,I,Constenla Umaña 2005
